decision,raw_frames,x,y,max_x,action,action_name,prob_0,prob_1,prob_2,prob_3,prob_4,action_entropy_nats,native_reward,native_reward_sum,no_progress_decisions,life,game_time,flag_get,terminated,truncated
1,4,40,79,40,3,right+B,7.270992227859097e-06,0.00042158784344792366,6.876167753944173e-05,0.9981949925422668,0.0013073529116809368,0.014505432918667793,0.0,0.0,1,2,400,0,0,0
2,8,43,79,43,3,right+B,7.223021384561434e-06,0.00042074895463883877,6.840383866801858e-05,0.9982016086578369,0.0013019988546147943,0.01445930078625679,3.0,3.0,0,2,400,0,0,0
3,12,47,79,47,3,right+B,7.104561518644914e-06,0.0004146795836277306,6.635527824983001e-05,0.9982362985610962,0.001275566522963345,0.014215098693966866,4.0,7.0,0,2,400,0,0,0
4,16,53,79,53,3,right+B,6.947053861949826e-06,0.00040683435508981347,6.479471630882472e-05,0.9982435703277588,0.0012778423260897398,0.014152348972856998,6.0,13.0,0,2,400,0,0,0
5,20,60,79,60,3,right+B,8.125593012664467e-06,0.0004630231996998191,8.716262527741492e-05,0.9978085160255432,0.0016331067308783531,0.01713418774306774,6.0,19.0,0,2,399,0,0,0
6,24,70,79,70,3,right+B,7.4241997936042026e-06,0.00043755167280323803,8.542957220925018e-05,0.9978285431861877,0.001641102833673358,0.016964703798294067,10.0,29.0,0,2,399,0,0,0
7,28,81,79,81,3,right+B,7.676771019760054e-06,0.00045323395170271397,9.579026664141566e-05,0.9976298809051514,0.0018134459387511015,0.01828083023428917,11.0,40.0,0,2,399,0,0,0
8,32,93,79,93,3,right+B,8.26368614070816e-06,0.0004802031035069376,0.0001070578582584858,0.9974647760391235,0.0019397548167034984,0.019391220062971115,12.0,52.0,0,2,399,0,0,0
9,36,105,79,105,3,right+B,2.1459638446685858e-05,0.0011282291961833835,0.0004846249066758901,0.9880703091621399,0.01029534824192524,0.07055731117725372,12.0,64.0,0,2,399,0,0,0
10,40,117,79,117,3,right+B,0.00011602655285969377,0.004647376015782356,0.013271931558847427,0.6622081398963928,0.31975656747817993,0.7209081053733826,11.0,75.0,0,2,398,0,0,0
11,44,129,97,129,4,right+A+B,0.00012551879626698792,0.004552419297397137,0.028842486441135406,0.2658519446849823,0.7006276845932007,0.7294209003448486,12.0,87.0,0,2,398,0,0,0
12,48,141,117,141,4,right+A+B,0.0001075389955076389,0.0035010995343327522,0.03483578562736511,0.1295919418334961,0.8319636583328247,0.5555850267410278,12.0,99.0,0,2,398,0,0,0
13,52,153,133,153,4,right+A+B,6.875960389152169e-05,0.003288642503321171,0.003569593420252204,0.9077644944190979,0.08530852943658829,0.33740684390068054,12.0,111.0,0,2,398,0,0,0
14,56,165,145,165,3,right+B,1.8114458725904115e-05,0.000975451257545501,0.0005651013925671577,0.9843370318412781,0.014104225672781467,0.08682824671268463,12.0,123.0,0,2,398,0,0,0
15,60,177,144,177,3,right+B,4.039484792883741e-06,0.0002528534678276628,6.64809558656998e-05,0.9974494576454163,0.002227084944024682,0.018932301551103592,11.0,134.0,0,2,397,0,0,0
16,64,189,129,189,3,right+B,2.804862788252649e-06,0.00017547897004988045,5.5173117289086804e-05,0.996732234954834,0.0030342829413712025,0.022948790341615677,12.0,146.0,0,2,397,0,0,0
17,68,201,109,201,3,right+B,1.3493294318323024e-05,0.000556774961296469,0.0007500704377889633,0.9073595404624939,0.09132016450166702,0.31649503111839294,12.0,158.0,0,2,397,0,0,0
18,72,213,89,213,4,right+A+B,2.6195577902399236e-06,5.5449927458539605e-05,0.007882088422775269,0.0021276716142892838,0.9899321794509888,0.061859384179115295,12.0,170.0,0,2,397,0,0,0
19,76,225,79,225,4,right+A+B,4.7569955086146365e-07,8.304846232931595e-06,0.0031932303681969643,9.047954517882317e-05,0.996707558631897,0.022584037855267525,12.0,182.0,0,2,397,0,0,0
20,80,237,79,237,4,right+A+B,3.0291087682599027e-07,4.824931238545105e-06,0.005395522806793451,1.2598431567312218e-05,0.994586706161499,0.03378110006451607,11.0,193.0,0,2,396,0,0,0
21,84,249,79,249,4,right+A+B,4.321078392877098e-07,7.536903467553202e-06,0.004037187434732914,1.59958017320605e-05,0.9959388971328735,0.026578495278954506,12.0,205.0,0,2,396,0,0,0
22,88,261,79,261,4,right+A+B,6.334161753329681e-06,0.00016191940812859684,0.005172206088900566,0.0009446662734262645,0.9937149882316589,0.04156238213181496,12.0,217.0,0,2,396,0,0,0
23,92,273,79,273,3,right+B,6.47772685624659e-05,0.0031344201415777206,0.0009594948496669531,0.8674243092536926,0.1284169852733612,0.4123069643974304,12.0,229.0,0,2,396,0,0,0
24,96,285,79,285,3,right+B,1.4506637171507464e-06,0.00010445532097946852,1.224255584020284e-06,0.9998338222503662,5.9022826462751254e-05,0.0017343354411423206,12.0,241.0,0,2,396,0,0,0
25,100,297,79,297,3,right+B,4.928206635668175e-06,0.00025235593784600496,1.293400509894127e-05,0.9995774626731873,0.00015234584861900657,0.004057812970131636,11.0,252.0,0,2,395,0,0,0
26,104,309,97,309,2,right+A,0.000132224231492728,0.0018388136522844434,0.4097478985786438,0.020095279440283775,0.5681858062744141,0.7780624628067017,12.0,264.0,0,2,395,0,0,0
27,108,321,117,321,4,right+A+B,0.00019353644165676087,0.0026992964558303356,0.1926226019859314,0.08952142298221588,0.7149631381034851,0.7908017635345459,12.0,276.0,0,2,395,0,0,0
28,112,333,110,333,3,right+B,0.00021256375475786626,0.0040659294463694096,0.11453516036272049,0.6048772931098938,0.2763091027736664,0.9318523406982422,12.0,288.0,0,2,395,0,0,0
29,116,345,90,345,3,right+B,5.53452227904927e-05,0.0014232629910111427,0.009296368807554245,0.9753416180610657,0.01388342771679163,0.13709358870983124,12.0,300.0,0,2,395,0,0,0
30,120,357,79,357,3,right+B,5.292816240398679e-06,0.00019912260177079588,0.0001797339937184006,0.9993129968643188,0.000302829866996035,0.006451933644711971,11.0,311.0,0,2,394,0,0,0
31,124,369,79,369,3,right+B,5.684095867763972e-06,0.00032023453968577087,0.00041664077434688807,0.9988928437232971,0.00036467326572164893,0.009881644509732723,12.0,323.0,0,2,394,0,0,0
32,128,381,79,381,3,right+B,3.1557934562442824e-05,0.002848628908395767,0.009277901612222195,0.9822973012924194,0.00554459635168314,0.10679329931735992,12.0,335.0,0,2,394,0,0,0
33,132,393,97,393,4,right+A+B,1.2508183317549992e-05,0.0014487790176644921,0.8565500974655151,0.0026687777135521173,0.13931985199451447,0.4326547384262085,12.0,347.0,0,2,394,0,0,0
34,136,405,117,405,2,right+A,6.399768182063781e-08,8.925616384658497e-06,0.9231250286102295,1.4733139153122465e-07,0.07686592638492584,0.27116259932518005,12.0,359.0,0,2,394,0,0,0
35,140,417,133,417,2,right+A,8.468808232464653e-08,1.2600317859323695e-05,0.7729990482330322,2.3760149758800253e-07,0.2269880622625351,0.5357678532600403,11.0,370.0,0,2,393,0,0,0
36,144,429,147,429,4,right+A+B,5.069198891760607e-07,8.548593177692965e-05,0.31434789299964905,1.9285425878479145e-05,0.6855468153953552,0.6236186623573303,12.0,382.0,0,2,393,0,0,0
37,148,441,156,441,4,right+A+B,8.785727004578803e-06,0.0020346944220364094,0.028284674510359764,0.026465509086847305,0.9432063102722168,0.26482921838760376,12.0,394.0,0,2,393,0,0,0
38,152,453,160,453,3,right+B,7.991994607436936e-06,0.0023094264324754477,0.0002776103210635483,0.9538007378578186,0.04360419884324074,0.1980968862771988,12.0,406.0,0,2,393,0,0,0
39,156,465,152,465,3,right+B,2.5844040010269964e-06,0.0006776555674150586,1.249972774530761e-05,0.9965125918388367,0.0027947949711233377,0.02503364533185959,12.0,418.0,0,2,393,0,0,0
40,160,477,133,477,3,right+B,2.041991137957666e-06,0.00039473563083447516,4.020108463009819e-06,0.9990013241767883,0.0005978450062684715,0.00860612466931343,11.0,429.0,0,2,392,0,0,0
41,164,489,113,489,3,right+B,3.0338069336721674e-06,0.0003989121469203383,7.834471944079269e-06,0.9991620779037476,0.0004282082663848996,0.007411567494273186,12.0,441.0,0,2,392,0,0,0
42,168,501,93,501,3,right+B,1.7596253201190848e-06,0.00018378057575318962,5.5782129493309185e-06,0.9996237754821777,0.0001851289125625044,0.003639273578301072,12.0,453.0,0,2,392,0,0,0
43,172,513,79,513,3,right+B,1.3412511179922149e-05,0.0010186262661591172,0.0002769298735074699,0.9912660717964172,0.007424915675073862,0.0545361191034317,12.0,465.0,0,2,392,0,0,0
44,176,525,97,525,4,right+A+B,9.923403013090137e-06,0.0003823092265520245,0.09092510491609573,0.0011959242401644588,0.9074866771697998,0.3172784447669983,12.0,477.0,0,2,392,0,0,0
45,180,537,117,537,4,right+A+B,4.687368004852033e-07,1.349814010609407e-05,0.08503515273332596,2.3776240141160088e-06,0.9149484634399414,0.29110196232795715,11.0,488.0,0,2,391,0,0,0
46,184,549,133,549,4,right+A+B,2.886962988668529e-07,8.114224328892305e-06,0.17154984176158905,1.149025592894759e-06,0.8284406065940857,0.4584580063819885,12.0,500.0,0,2,391,0,0,0
47,188,561,147,561,4,right+A+B,1.6959609183686553e-06,4.995897688786499e-05,0.1350092738866806,6.079980812501162e-05,0.8648783564567566,0.39700302481651306,12.0,512.0,0,2,391,0,0,0
